rank	count	USI
1=	1	00003625
1=	1	00003626
1=	1	00003627
1=	1	00003628
1=	1	00003629
1=	1	00003630
1=	1	00003631
1=	1	00003632
1=	1	00003633
1=	1	00003634
1=	1	00003635
1=	1	00003636
1=	1	00003637
1=	1	00003638
1=	1	00003639
1=	1	00003640
1=	1	00003641
1=	1	00003642
1=	1	00003643
1=	1	00003644
1=	1	00003645
1=	1	00003646
1=	1	00003647
1=	1	00003648
1=	1	00003649
1=	1	00003650
1=	1	00003651
1=	1	00003652
1=	1	00003653
1=	1	00003654
1=	1	00003655
1=	1	00003656
1=	1	00003657
1=	1	00003658
1=	1	00003659
1=	1	00003660
1=	1	00003661
1=	1	00003662
1=	1	00003663
1=	1	00003664
1=	1	00003665
1=	1	00003666
1=	1	00003667
1=	1	00003668
1=	1	00003669
1=	1	00003670
1=	1	00003671
1=	1	00003672
1=	1	00003673
1=	1	00003674
1=	1	00003675
1=	1	00003676
1=	1	00003677
1=	1	00003678
1=	1	00003679
1=	1	00003680
1=	1	00003681
1=	1	00003682
1=	1	00003683
1=	1	00003684
1=	1	00003685
1=	1	00003686
1=	1	00003687
1=	1	00003688
1=	1	00003689
1=	1	00003690
1=	1	00003691
1=	1	00003692
1=	1	00003693
1=	1	00003694
1=	1	00003695
1=	1	00003696
1=	1	00003697
1=	1	00003698
1=	1	00003699
1=	1	00003700
1=	1	00003701
1=	1	00003702
1=	1	00003703
1=	1	00003704
1=	1	00003705
1=	1	00003706
1=	1	00003707
1=	1	00003708
1=	1	00003709
1=	1	00003710
1=	1	00003711
1=	1	00003712
1=	1	00003713
1=	1	00003714
1=	1	00003715
1=	1	00003716
1=	1	00003717
1=	1	00003718
1=	1	00003719
1=	1	00003720
1=	1	00003721
1=	1	00003722
1=	1	00003723
1=	1	00003724
1=	1	00003725
1=	1	00003726
1=	1	00003727
1=	1	00003728
1=	1	00003729
1=	1	00003730
1=	1	00003731
1=	1	00003732
1=	1	00003733
1=	1	00003734
1=	1	00003735
1=	1	00003736
1=	1	00003737
1=	1	00003738
1=	1	00003739
1=	1	00003740
1=	1	00003741
1=	1	00003742
1=	1	00003743
1=	1	00003744
1=	1	00003745
1=	1	00003746
1=	1	00003747
1=	1	00003748
1=	1	00003749
1=	1	00003750
1=	1	00003751
1=	1	00003752
1=	1	00003753
1=	1	00003754
1=	1	00003755
1=	1	00003756
1=	1	00003757
1=	1	00003758
1=	1	00003759
1=	1	00003760
1=	1	00003761
1=	1	00003762
1=	1	00003763
1=	1	00003764
1=	1	00003765
1=	1	00003766
1=	1	00003767
1=	1	00003768
1=	1	00003769
1=	1	00003770
1=	1	00003773
1=	1	00003774
1=	1	00003775
1=	1	00003776
1=	1	00003777
1=	1	00003778
1=	1	00003779
1=	1	00003780
1=	1	00003781
1=	1	00003782
1=	1	00003783
1=	1	00003784
1=	1	00003785
1=	1	00003786
1=	1	00003787
1=	1	00003788
1=	1	00003789
1=	1	00003790
1=	1	00003791
1=	1	00003792
1=	1	00003793
1=	1	00003794
1=	1	00003795
1=	1	00003796
1=	1	00003797
1=	1	00003798
1=	1	00003799
1=	1	00003800
1=	1	00003801
1=	1	00003802
1=	1	00003803
1=	1	00003804
1=	1	00003805
1=	1	00003806
1=	1	00003807
1=	1	00003808
1=	1	00003809
1=	1	00003810
1=	1	00003811
1=	1	00003812
1=	1	00003813
1=	1	00003814
1=	1	00003815
1=	1	00003816
1=	1	00003817
1=	1	00003818
1=	1	00003819
1=	1	00003820
1=	1	00003821
1=	1	00003822
1=	1	00003823
1=	1	00003824
1=	1	00003825
1=	1	00003826
1=	1	00003827
1=	1	00003828
1=	1	00003829
1=	1	00003830
1=	1	00003831
1=	1	00003832
1=	1	00003833
1=	1	00003834
1=	1	00003835
1=	1	00003836
1=	1	00003837
1=	1	00003838
1=	1	00003839
1=	1	00003840
1=	1	00003841
1=	1	00003842
1=	1	00003843
1=	1	00003844
1=	1	00003845
1=	1	00003846
1=	1	00003847
1=	1	00003848
1=	1	00003849
1=	1	00003850
1=	1	00003851
1=	1	00003852
1=	1	00003853
1=	1	00003854
1=	1	00003855
1=	1	00003856
1=	1	00003857
1=	1	00003858
1=	1	00003859
1=	1	00003860
1=	1	00003861
1=	1	00003862
1=	1	00003863
1=	1	00003864
1=	1	00003865
1=	1	00003866
1=	1	00003867
1=	1	00003868
1=	1	00003869
1=	1	00003870
1=	1	00003871
1=	1	00003872
1=	1	00003873
1=	1	00003874
1=	1	00003875
1=	1	00003876
1=	1	00003877
1=	1	00003878
1=	1	00003879
1=	1	00003880
1=	1	00003881
1=	1	00003882
1=	1	00003883
1=	1	00003884
1=	1	00003885
1=	1	00003886
1=	1	00003887
1=	1	00003888
1=	1	00003889
1=	1	00003890
1=	1	00003891
1=	1	00003892
1=	1	00003893
1=	1	00003894
1=	1	00003895
1=	1	00003896
1=	1	00003897
1=	1	00003898
1=	1	00003899
1=	1	00003900
1=	1	00003901
1=	1	00003902
1=	1	00003903
1=	1	00003904
1=	1	00003905
1=	1	00003906
1=	1	00003907
1=	1	00003908
1=	1	00003909
1=	1	00003910
1=	1	00003911
1=	1	00003912
1=	1	00003913
1=	1	00003914
1=	1	00003915
1=	1	00003916
1=	1	00003917
1=	1	00003918
1=	1	00003919
1=	1	00003920
1=	1	00003921
1=	1	00003922
1=	1	00003923
1=	1	00003924
1=	1	00003925
1=	1	00003926
1=	1	00003927
1=	1	00003928
1=	1	00003929
1=	1	00003930
1=	1	00003931
1=	1	00003932
1=	1	00003933
1=	1	00003934
1=	1	00003935
1=	1	00003936
1=	1	00003937
1=	1	00003938
1=	1	00003939
1=	1	00003940
1=	1	00003941
1=	1	00003942
1=	1	00003943
1=	1	00003944
1=	1	00003945
1=	1	00003946
1=	1	00003947
1=	1	00003948
1=	1	00003949
1=	1	00003950
1=	1	00003951
1=	1	00003952
1=	1	00003953
1=	1	00003954
1=	1	00003955
1=	1	00003956
1=	1	00003957
1=	1	00003958
1=	1	00003959
1=	1	00003960
1=	1	00003961
1=	1	00003962
1=	1	00003963
1=	1	00003964
1=	1	00003965
1=	1	00003966
1=	1	00003967
1=	1	00003968
1=	1	00003969
1=	1	00003970
1=	1	00003971
1=	1	00003972
1=	1	00003973
1=	1	00003974
1=	1	00003975
1=	1	00003976
1=	1	00003977
1=	1	00003978
1=	1	00003979
1=	1	00003980
1=	1	00003981
1=	1	00003982
1=	1	00003983
1=	1	00003984
1=	1	00003985
1=	1	00003986
1=	1	00003987
1=	1	00003988
1=	1	00003989
1=	1	00003990
1=	1	00003991
1=	1	00003992
1=	1	00003993
1=	1	00003994
1=	1	00003995
1=	1	00003996
1=	1	00003997
1=	1	00003998
1=	1	00003999
1=	1	00004000
1=	1	00004001
1=	1	00004002
1=	1	00004003
1=	1	00004004
1=	1	00004005
1=	1	00004006
1=	1	00004007
1=	1	00004008
1=	1	00004009
1=	1	00004010
1=	1	00004011
1=	1	00004012
1=	1	00004013
1=	1	00004014
1=	1	00004015
1=	1	00004016
1=	1	00004017
1=	1	00004018
1=	1	00004019
1=	1	00004020
1=	1	00004021
1=	1	00004022
1=	1	00004023
1=	1	00004024
1=	1	00004025
1=	1	00004026
1=	1	00004027
1=	1	00004028
1=	1	00004029
1=	1	00004030
1=	1	00004031
1=	1	00004032
1=	1	00004033
1=	1	00004034
1=	1	00004035
1=	1	00004036
1=	1	00004037
1=	1	00004038
1=	1	00004039
1=	1	00004040
1=	1	00004041
1=	1	00004042
1=	1	00004043
1=	1	00004044
1=	1	00004045
1=	1	00004046
1=	1	00004047
1=	1	00004048
1=	1	00004049
1=	1	00004050
1=	1	00004051
1=	1	00004052
1=	1	00004053
1=	1	00004054
1=	1	00004055
1=	1	00004056
1=	1	00004057
1=	1	00004058
1=	1	00004059
1=	1	00004060
1=	1	00004061
1=	1	00004062
1=	1	00004063
1=	1	00004064
1=	1	00004065
1=	1	00004066
1=	1	00004067
1=	1	00004068
1=	1	00004069
1=	1	00004070
1=	1	00004071
1=	1	00004072
1=	1	00004073
1=	1	00004074
1=	1	00004075
1=	1	00004076
1=	1	00004077
1=	1	00004078
1=	1	00004079
1=	1	00004080
1=	1	00004081
1=	1	00004082
1=	1	00004083
1=	1	00004084
1=	1	00004085
1=	1	00004086
1=	1	00004087
1=	1	00004088
1=	1	00004089
1=	1	00004090
1=	1	00004091
1=	1	00004092
1=	1	00004093
1=	1	00004094
1=	1	00004095
1=	1	00004096
1=	1	00004097
1=	1	00004098
1=	1	00004099
1=	1	00004100
1=	1	00004101
1=	1	00004102
1=	1	00004103
1=	1	00004104
1=	1	00004105
1=	1	00004106
1=	1	00004107
1=	1	00004108
1=	1	00004109
1=	1	00004110
1=	1	00004111
1=	1	00004112
1=	1	00004113
1=	1	00004114
1=	1	00004115
1=	1	00004116
1=	1	00004117
1=	1	00004118
1=	1	00004119
1=	1	00004120
1=	1	00004121
1=	1	00004122
1=	1	00004123
1=	1	00004124
1=	1	00004125
1=	1	00004126
1=	1	00004127
1=	1	00004128
1=	1	00004129
1=	1	00004130
1=	1	00004131
1=	1	00004132
1=	1	00004133
1=	1	00004134
1=	1	00004135
1=	1	00004136
1=	1	00004137
1=	1	00004138
1=	1	00004139
1=	1	00004140
1=	1	00004141
1=	1	00004142
1=	1	00004143
1=	1	00004144
1=	1	00004145
1=	1	00004146
1=	1	00004147
1=	1	00004148
1=	1	00004149
1=	1	00004150
1=	1	00004151
1=	1	00004152
1=	1	00004153
1=	1	00004154
1=	1	00004155
1=	1	00004156
1=	1	00004157
1=	1	00004158
1=	1	00004159
1=	1	00004160
1=	1	00004161
1=	1	00004162
1=	1	00004163
1=	1	00004164
1=	1	00004165
1=	1	00004166
1=	1	00004167
1=	1	00004168
1=	1	00004169
1=	1	00004170
1=	1	00004171
1=	1	00004172
1=	1	00004173
1=	1	00004174
1=	1	00004175
1=	1	00004176
1=	1	00004177
1=	1	00004178
1=	1	00004179
1=	1	00004180
1=	1	00004181
1=	1	00004182
1=	1	00004183
1=	1	00004184
1=	1	00004185
1=	1	00004186
1=	1	00004187
1=	1	00004188
1=	1	00004189
1=	1	00004190
1=	1	00004191
1=	1	00004192
1=	1	00004193
1=	1	00004194
1=	1	00004195
1=	1	00004196
1=	1	00004197
1=	1	00004198
1=	1	00004199
1=	1	00004200
1=	1	00004201
1=	1	00004202
1=	1	00004203
1=	1	00004204
1=	1	00004205
1=	1	00004206
1=	1	00004207
1=	1	00004208
1=	1	00004209
1=	1	00004210
1=	1	00004211
1=	1	00004212
1=	1	00004213
1=	1	00004214
1=	1	00004215
1=	1	00004216
1=	1	00004217
1=	1	00004218
1=	1	00004219
1=	1	00004220
1=	1	00004221
1=	1	00004222
1=	1	00004223
1=	1	00004224
1=	1	00004225
1=	1	00004226
1=	1	00004227
1=	1	00004228
1=	1	00004229
1=	1	00004230
1=	1	00004231
1=	1	00004232
1=	1	00004233
1=	1	00004234
1=	1	00004235
1=	1	00004236
1=	1	00004237
1=	1	00004238
1=	1	00004239
1=	1	00004240
1=	1	00004241
1=	1	00004242
1=	1	00004243
1=	1	00004244
1=	1	00004245
1=	1	00004246
1=	1	00004247
1=	1	00004248
1=	1	00004249
1=	1	00004250
1=	1	00004251
1=	1	00004252
1=	1	00004253
1=	1	00004254
1=	1	00004255
1=	1	00004256
1=	1	00004257
1=	1	00004258
1=	1	00004259
1=	1	00004260
1=	1	00004261
1=	1	00004262
1=	1	00004263
1=	1	00004264
1=	1	00004265
1=	1	00004266
1=	1	00004267
1=	1	00004268
1=	1	00004269
1=	1	00004270
1=	1	00004271
1=	1	00004272
1=	1	00004273
1=	1	00004274
1=	1	00004275
1=	1	00004276
1=	1	00004277
1=	1	00004278
1=	1	00004279
1=	1	00004280
1=	1	00004281
1=	1	00004282
1=	1	00004283
1=	1	00004284
1=	1	00004285
1=	1	00004286
1=	1	00004287
1=	1	00004288
1=	1	00004289
1=	1	00004290
1=	1	00004291
1=	1	00004292
1=	1	00004293
1=	1	00004294
1=	1	00004295
1=	1	00004296
1=	1	00004297
1=	1	00004298
1=	1	00004299
1=	1	00004300
1=	1	00004301
1=	1	00004302
1=	1	00004303
1=	1	00004304
1=	1	00004305
1=	1	00004306
1=	1	00004307
1=	1	00004308
1=	1	00004309
1=	1	00004310
1=	1	00004311
1=	1	00004312
1=	1	00004313
1=	1	00004314
1=	1	00004315
1=	1	00004316
1=	1	00004317
1=	1	00004318
1=	1	00004319
1=	1	00004320
1=	1	00004321
1=	1	00004322
1=	1	00004323
1=	1	00004324
1=	1	00004325
1=	1	00004326
1=	1	00004327
1=	1	00004328
1=	1	00004329
1=	1	00004330
1=	1	00004331
1=	1	00004332
1=	1	00004333
1=	1	00004334
1=	1	00004335
1=	1	00004336
1=	1	00004337
1=	1	00004338
1=	1	00004339
1=	1	00004340
1=	1	00004341
1=	1	00004342
1=	1	00004343
1=	1	00004344
1=	1	00004345
1=	1	00004346
1=	1	00004347
1=	1	00004348
1=	1	00004349
1=	1	00004350
1=	1	00004351
1=	1	00004352
1=	1	00004353
1=	1	00004354
1=	1	00004355
1=	1	00004356
1=	1	00004357
1=	1	00004358
1=	1	00004359
1=	1	00004360
1=	1	00004361
1=	1	00004362
1=	1	00004363
1=	1	00004364
1=	1	00004365
1=	1	00004366
1=	1	00004367
1=	1	00004368
1=	1	00004369
1=	1	00004370
1=	1	00004371
1=	1	00004372
1=	1	00004373
1=	1	00004374
1=	1	00004375
1=	1	00004376
1=	1	00004377
1=	1	00004378
1=	1	00004379
1=	1	00004380
1=	1	00004381
1=	1	00004382
1=	1	00004383
1=	1	00004384
1=	1	00004385
1=	1	00004386
1=	1	00004387
1=	1	00004388
1=	1	00004389
1=	1	00004390
1=	1	00004391
1=	1	00004392
1=	1	00004393
1=	1	00004394
1=	1	00004395
1=	1	00004396
1=	1	00004397
1=	1	00004398
1=	1	00004399
1=	1	00004400
1=	1	00004401
1=	1	00004402
1=	1	00004403
1=	1	00004404
1=	1	00004405
1=	1	00004406
1=	1	00004407
1=	1	00004408
1=	1	00004409
1=	1	00004410
1=	1	00004411
1=	1	00004412
1=	1	00004413
1=	1	00004414
1=	1	00004415
1=	1	00004416
1=	1	00004417
1=	1	00004418
1=	1	00004419
1=	1	00004420
1=	1	00004421
1=	1	00004422
1=	1	00004423
1=	1	00004424
1=	1	00004425
1=	1	00004426
1=	1	00004427
1=	1	00004428
1=	1	00004429
1=	1	00004430
1=	1	00004431
1=	1	00004432
1=	1	00004433
1=	1	00004434
1=	1	00004435
1=	1	00004436
1=	1	00004437
1=	1	00004438
1=	1	00004439
1=	1	00004440
1=	1	00004441
1=	1	00004442
1=	1	00004443
1=	1	00004444
1=	1	00004445
1=	1	00004446
1=	1	00004447
1=	1	00004448
1=	1	00004449
1=	1	00004450
1=	1	00004451
1=	1	00004452
1=	1	00004453
1=	1	00004454
1=	1	00004455
1=	1	00004456
1=	1	00004457
1=	1	00004458
1=	1	00004459
1=	1	00004460
1=	1	00004461
1=	1	00004462
1=	1	00004463
1=	1	00004464
1=	1	00004465
1=	1	00004466
1=	1	00004467
1=	1	00004468
1=	1	00004469
1=	1	00004470
1=	1	00004471
1=	1	00004472
1=	1	00004473
1=	1	00004474
1=	1	00004475
1=	1	00004476
1=	1	00004477
1=	1	00004478
1=	1	00004479
1=	1	00004480
1=	1	00004481
1=	1	00004482
1=	1	00004483
1=	1	00004484
1=	1	00004485
1=	1	00004486
1=	1	00004487
1=	1	00004488
1=	1	00004489
1=	1	00004490
1=	1	00004491
1=	1	00004492
1=	1	00004493
1=	1	00004494
1=	1	00004495
1=	1	00004496
1=	1	00004497
1=	1	00004498
1=	1	00004499
1=	1	00004500
1=	1	00004501
1=	1	00004502
1=	1	00004503
1=	1	00004504
1=	1	00004505
1=	1	00004506
1=	1	00004507
1=	1	00004508
1=	1	00004509
1=	1	00004510
1=	1	00004511
1=	1	00004512
1=	1	00004513
1=	1	00004514
1=	1	00004515
1=	1	00004516
1=	1	00004517
1=	1	00004518
1=	1	00004519
1=	1	00004520
1=	1	00004521
1=	1	00004522
1=	1	00004523
1=	1	00004524
1=	1	00004525
1=	1	00004526
1=	1	00004527
1=	1	00004528
1=	1	00004529
1=	1	00004530
1=	1	00004531
1=	1	00004532
1=	1	00004533
1=	1	00004534
1=	1	00004535
1=	1	00004536
1=	1	00004537
1=	1	00004538
1=	1	00004539
1=	1	00004540
1=	1	00004541
1=	1	00004542
1=	1	00004543
1=	1	00004544
1=	1	00004545
1=	1	00004546
1=	1	00004547
1=	1	00004548
1=	1	00004549
1=	1	00004550
1=	1	00004551
1=	1	00004552
1=	1	00004553
1=	1	00004554
1=	1	00004555
1=	1	00004556
1=	1	00004557
1=	1	00004558
1=	1	00004559
1=	1	00004560
1=	1	00004561
1=	1	00004562
1=	1	00004563
1=	1	00004564
1=	1	00004565
1=	1	00004566
1=	1	00004567
1=	1	00004568
1=	1	00004569
1=	1	00004570
1=	1	00004571
1=	1	00004572
1=	1	00004573
1=	1	00004574
1=	1	00004575
1=	1	00004576
1=	1	00004577
1=	1	00004578
1=	1	00004579
1=	1	00004580
1=	1	00004581
1=	1	00004582
1=	1	00004583
1=	1	00004584
1=	1	00004585
1=	1	00004586
1=	1	00004587
1=	1	00004588
1=	1	00004589
1=	1	00004590
1=	1	00004591
1=	1	00004592
1=	1	00004593
1=	1	00004594
1=	1	00004595
1=	1	00004596
1=	1	00004597
1=	1	00004598
1=	1	00004599
1=	1	00004600
1=	1	00004601
1=	1	00004602
1=	1	00004603
1=	1	00004604
1=	1	00004605
1=	1	00004606
1=	1	00004607
1=	1	00004608
1=	1	00004609
1=	1	00004610
1=	1	00004611
1=	1	00004612
1=	1	00004613
1=	1	00004614
1=	1	00004615
1=	1	00004616
1=	1	00004617
1=	1	00004618
1=	1	00004619
1=	1	00004620
1=	1	00004621
1=	1	00004622
1=	1	00004623
1=	1	00004624
1=	1	00004625
1=	1	00004626
1=	1	00004627
1=	1	00004628
1=	1	00004629
1=	1	00004630
1=	1	00004631
1=	1	00004632
1=	1	00004633
1=	1	00004634
1=	1	00004635
1=	1	00004636
1=	1	00004637
1=	1	00004638
1=	1	00004639
1=	1	00004640
1=	1	00004641
1=	1	00004642
1=	1	00004643
1=	1	00004644
1=	1	00004645
1=	1	00004646
1=	1	00004647
1=	1	00004648
1=	1	00004649
1=	1	00004650
1=	1	00004651
1=	1	00004652
1=	1	00004653
1=	1	00004654
1=	1	00004655
1=	1	00004656
1=	1	00004657
1=	1	00004658
1=	1	00004659
1=	1	00004660
1=	1	00004661
1=	1	00004662
1=	1	00004663
1=	1	00004664
1=	1	00004665
1=	1	00004666
1=	1	00004667
1=	1	00004668
1=	1	00004669
1=	1	00004670
1=	1	00004671
1=	1	00004672
1=	1	00004673
1=	1	00004674
1=	1	00004675
1=	1	00004676
1=	1	00004677
1=	1	00004678
1=	1	00004679
1=	1	00004680
1=	1	00004681
1=	1	00004682
1=	1	00004683
1=	1	00004684
1=	1	00004685
1=	1	00004686
1=	1	00004687
1=	1	00004688
1=	1	00004689
1=	1	00004690
1=	1	00004691
1=	1	00004692
1=	1	00004693
1=	1	00004694
1=	1	00004695
1=	1	00004696
1=	1	00004697
1=	1	00004698
1=	1	00004699
1=	1	00004700
1=	1	00004701
1=	1	00004702
1=	1	00004703
1=	1	00004704
1=	1	00004705
1=	1	00004706
1=	1	00004707
1=	1	00004708
1=	1	00004709
1=	1	00004710
1=	1	00004711
1=	1	00004712
1=	1	00004713
1=	1	00004714
1=	1	00004715
1=	1	00004716
1=	1	00004717
1=	1	00004718
1=	1	00004719
1=	1	00004720
1=	1	00004721
1=	1	00004722
1=	1	00004723
1=	1	00004724
1=	1	00004725
1=	1	00004726
1=	1	00004727
1=	1	00004728
1=	1	00004729
1=	1	00004730
1=	1	00004731
1=	1	00004732
1=	1	00004733
1=	1	00004734
1=	1	00004735
1=	1	00004736
1=	1	00004737
1=	1	00004738
1=	1	00004739
1=	1	00004740
1=	1	00004741
1=	1	00004742
1=	1	00004743
1=	1	00004744
1=	1	00004745
1=	1	00004746
1=	1	00004747
1=	1	00004748
1=	1	00004749
1=	1	00004750
1=	1	00004751
1=	1	00004752
1=	1	00004753
1=	1	00004754
1=	1	00004755
1=	1	00004756
1=	1	00004757
1=	1	00004758
1=	1	00004759
1=	1	00004760
1=	1	00004761
1=	1	00004762
1=	1	00004763
1=	1	00004764
1=	1	00004765
1=	1	00004766
1=	1	00004767
1=	1	00004768
1=	1	00004769
1=	1	00004770
1=	1	00004771
1=	1	00004772
1=	1	00004773
1=	1	00004774
1=	1	00004775
1=	1	00004776
1=	1	00004777
1=	1	00004778
1=	1	00004779
1=	1	00004780
1=	1	00004781
1=	1	00004782
1=	1	00004783
1=	1	00004784
1=	1	00004785
1=	1	00004786
1=	1	00004787
1=	1	00004788
1=	1	00004789
1=	1	00004790
1=	1	00004791
1=	1	00004792
1=	1	00004793
1=	1	00004794
1=	1	00004795
1=	1	00004796
1=	1	00004797
1=	1	00004798
1=	1	00004799
1=	1	00004800
1=	1	00004801
1=	1	00004802
1=	1	00004803
1=	1	00004804
1=	1	00004805
1=	1	00004806
1=	1	00004807
1=	1	00004808
1=	1	00004809
1=	1	00004810
1=	1	00004811
1=	1	00004812
1=	1	00004813
1=	1	00004814
1=	1	00004815
1=	1	00004816
1=	1	00004817
1=	1	00004818
1=	1	00004819
1=	1	00004820
1=	1	00004821
1=	1	00004822
1=	1	00004823
1=	1	00004824
1=	1	00004825
1=	1	00004826
1=	1	00004827
1=	1	00004828
1=	1	00004829
1=	1	00004830
1=	1	00004831
1=	1	00004832
1=	1	00004833
1=	1	00004834
1=	1	00004835
1=	1	00004836
1=	1	00004837
1=	1	00004838
1=	1	00004839
1=	1	00004840
1=	1	00004841
1=	1	00004842
1=	1	00004843
1=	1	00004844
1=	1	00004845
1=	1	00004846
1=	1	00004847
1=	1	00004848
1=	1	00004849
1=	1	00004850
1=	1	00004851
1=	1	00004852
1=	1	00004853
1=	1	00004854
1=	1	00004855
1=	1	00004856
1=	1	00004857
1=	1	00004858
1=	1	00004859
1=	1	00004860
1=	1	00004861
1=	1	00004862
1=	1	00004863
1=	1	00004864
1=	1	00004865
1=	1	00004866
1=	1	00004867
1=	1	00004868
1=	1	00004869
1=	1	00004870
1=	1	00004871
1=	1	00004872
1=	1	00004873
1=	1	00004874
1=	1	00004875
1=	1	00004876
1=	1	00004877
1=	1	00004878
1=	1	00004879
1=	1	00004880
1=	1	00004881
1=	1	00004882
1=	1	00004883
1=	1	00004884
1=	1	00004885
1=	1	00004886
1=	1	00004887
1=	1	00004888
1=	1	00004889
1=	1	00004890
1=	1	00004891
1=	1	00004892
1=	1	00004893
1=	1	00004894
1=	1	00004895
1=	1	00004896
1=	1	00004897
1=	1	00004898
1=	1	00004899
1=	1	00004900
1=	1	00004901
1=	1	00004902
1=	1	00004903
1=	1	00004904
1=	1	00004905
1=	1	00004906
1=	1	00004907
1=	1	00004908
1=	1	00004909
1=	1	00004910
1=	1	00004911
1=	1	00004912
1=	1	00004913
1=	1	00004914
1=	1	00004915
1=	1	00004916
1=	1	00004917
1=	1	00004918
1=	1	00004919
1=	1	00004920
1=	1	00004921
1=	1	00004922
1=	1	00004923
1=	1	00004924
1=	1	00004925
1=	1	00004926
1=	1	00004927
1=	1	00004928
1=	1	00004929
1=	1	00004930
1=	1	00004931
1=	1	00004932
1=	1	00004933
1=	1	00004934
1=	1	00004935
1=	1	00004936
1=	1	00004937
1=	1	00004938
1=	1	00004939
1=	1	00004940
1=	1	00004941
1=	1	00004942
1=	1	00004943
1=	1	00004944
1=	1	00004945
1=	1	00004946
1=	1	00004947
1=	1	00004948
1=	1	00004949
1=	1	00004950
1=	1	00004951
1=	1	00004952
1=	1	00004953
1=	1	00004954
1=	1	00004955
1=	1	00004956
1=	1	00004957
1=	1	00004958
1=	1	00004959
1=	1	00004960
1=	1	00004961
1=	1	00004962
1=	1	00004963
1=	1	00004964
1=	1	00004965
1=	1	00004966
1=	1	00004967
1=	1	00004968
1=	1	00004969
1=	1	00004970
1=	1	00004971
1=	1	00004972
1=	1	00004973
1=	1	00004974
1=	1	00004975
1=	1	00004976
1=	1	00004977
1=	1	00004978
1=	1	00004979
1=	1	00004980
1=	1	00004981
1=	1	00004982
1=	1	00004983
1=	1	00004984
1=	1	00004985
1=	1	00004986
1=	1	00004987
1=	1	00004988
1=	1	00004989
1=	1	00004990
1=	1	00004991
1=	1	00004992
1=	1	00004993
1=	1	00004994
1=	1	00004995
1=	1	00004996
1=	1	00004997
1=	1	00004998
1=	1	00004999
1=	1	00005000
1=	1	00005001
1=	1	00005002
1=	1	00005003
1=	1	00005004
1=	1	00005005
1=	1	00005006
1=	1	00005007
1=	1	00005008
1=	1	00005009
1=	1	00005010
1=	1	00005011
1=	1	00005012
1=	1	00005013
1=	1	00005014
1=	1	00005015
1=	1	00005016
1=	1	00005017
1=	1	00005018
1=	1	00005019
1=	1	00005020
1=	1	00005021
1=	1	00005022
1=	1	00005023
1=	1	00005024
1=	1	00005025
1=	1	00005026
1=	1	00005027
1=	1	00005028
1=	1	00005029
1=	1	00005030
1=	1	00005031
1=	1	00005032
1=	1	00005034
1=	1	00005035
1=	1	00005036
1=	1	00005037
1=	1	00005038
1=	1	00005039
1=	1	00005040
1=	1	00005041
1=	1	00005042
1=	1	00005043
1=	1	00005044
1=	1	00005045
1=	1	00005046
1=	1	00005047
1=	1	00005048
1=	1	00005049
1=	1	00005050
1=	1	00005051
1=	1	00005052
1=	1	00005053
1=	1	00005054
1=	1	00005055
1=	1	00005056
1=	1	00005057
1=	1	00005058
1=	1	00005059
1=	1	00005060
1=	1	00005061
1=	1	00005062
1=	1	00005063
1=	1	00005064
1=	1	00005065
1=	1	00005066
1=	1	00005067
1=	1	00005068
1=	1	00005069
1=	1	00005070
1=	1	00005071
1=	1	00005072
1=	1	00005073
1=	1	00005078
1=	1	00005102
1=	1	00005104
1=	1	00005108
1=	1	00005111
1=	1	00005112
1=	1	00005113
1=	1	00005114
1=	1	00005115
1=	1	00005116
1=	1	00005117
1=	1	00005118
1=	1	00005119
1=	1	00005120
1=	1	00005121
1=	1	00005122
1=	1	00005123
1=	1	00005124
1=	1	00005125
1=	1	00005126
1=	1	00005127
1=	1	00005128
1=	1	00005129
1=	1	00005134
1=	1	00005135
1=	1	00005136
1=	1	00005137
1=	1	00005138
1=	1	00005139
1=	1	00005140
1=	1	00005141
1=	1	00005142
1=	1	00005143
1=	1	00005144
1=	1	00005145
1=	1	00005146
1=	1	00005147
1=	1	00005148
1=	1	00005149
1=	1	00005150
1=	1	00005151
1=	1	00005152
1=	1	00005153
1=	1	00005154
1=	1	00005155
1=	1	00005156
1=	1	00005157
1=	1	00005158
1=	1	00005159
1=	1	00005160
1=	1	00005161
1=	1	00005162
1=	1	00005163
1=	1	00005164
1=	1	00005165
1=	1	00005166
1=	1	00005167
1=	1	00005168
1=	1	00005169
1=	1	00005170
1=	1	00005171
1=	1	00005172
1=	1	00005173
1=	1	00005174
1=	1	00005175
1=	1	00005176
1=	1	00005177
1=	1	00005178
1=	1	00005179
1=	1	00005180
1=	1	00005181
1=	1	00005182
1=	1	00005183
1=	1	00005184
1=	1	00005185
1=	1	00005186
1=	1	00005187
1=	1	00005189
1=	1	00005191
1=	1	00005192
1=	1	00005193
1=	1	00005194
1=	1	00005195
1=	1	00005196
1=	1	00005197
1=	1	00005198
1=	1	00005199
1=	1	00005200
1=	1	00005201
1=	1	00005202
1=	1	00005203
1=	1	00005204
1=	1	00005205
1=	1	00005206
1=	1	00005207
1=	1	00005208
1=	1	00005209
1=	1	00005210
1=	1	00005211
1=	1	00005212
1=	1	00005213
1=	1	00005214
1=	1	00005215
1=	1	00005216
1=	1	00005217
1=	1	00005218
1=	1	00005219
1=	1	00005220
