rank	count	Locality
480=	10	Neds Corner, 2km E of track off Neds Corner road on southern boundary
480=	10	Nicholson River, 5 mi. S.E. of Doomadgee Mission
480=	10	Peats Ridge
480=	10	Port Davey Track to Western Arthur Ra.
480=	10	Royal National Park, Coast Track, Bundeena - Marley Beach, close to gate
480=	10	Royal National Park, Curra Moors Management Trail, 1.1km N of Garie Rd turn-off on Sir Bertram Stevens Dr
480=	10	ca. 11.3 km W of Herberton, on Herberton-Petford Rd
512=	9	10.3 km W of Quondong Vale
512=	9	111.2 km NW of Bond Springs on Tanami Rd
512=	9	14km E of Mount Minnie Homestead at the Cattle pool
512=	9	20km W of Mossman on Mt Molloy Road
512=	9	22 km SE of Weldborough
512=	9	23 km N of Coral Bay Rd on Cardabia-Ningaloo Rd
512=	9	23km W of Northwest Coastal Highway, 450m north of Southern boundary fenceline of Cane River Conservation area
512=	9	35km E of Mount Minnie homestead, on Northern boundary fenceline of Cane River Conservation Area
512=	9	45 km N of Newman on Great Nthn Hwy
512=	9	5 km N Yunta toward Arkaroola
512=	9	5.9 km NE of Mingenew
512=	9	6.8 km S of Barrier Hiway on road to Ivanhoe
512=	9	9 km WSW of Adavale
512=	9	Bunya Mountains
512=	9	Christmas Island, 3km N South Point
512=	9	Coolgardie North, 21.2km NW of Credo Homestead
512=	9	Credo Station, NW of Three Mile Dam, along Nth track
512=	9	Dryandra Woodland, 6 km NW of Congelin - Narrogin road
512=	9	Fish River Station, far W in stone country
512=	9	Glenorie, Neich Road
512=	9	Hiltaba: 1.7km S of Peeweena Dam
512=	9	Hobart
512=	9	Kimberley Dist., Kalumburu Rd, 3.3 km N of Gibb Rd
512=	9	Mandu Mandu Gorge, Cape Range National Park
512=	9	Namadgi National Park, Mount Kelly, ca. 11.8km WSW of Glendale Depot
512=	9	Nelson, Information Center Grounds
512=	9	Norfolk Rd &#40;Western Explorer Rd&#41;, N of Corinna Basecamp
512=	9	Point Rd Campground. Leeuwin Naturaliste National Park
512=	9	Telegraph Xing, Dulhunty River, Cape york Pen, N.Qld
512=	9	Toomba", site 1
512=	9	Upper Mulgrave Rd, Kearneys Falls
512=	9	Vine Ck Rd
512=	9	Wilsons Promonotory National Park, Five Mile Rd
512=	9	ca 1 km S of Narawntapu National Park
546=	8	119.9 km E of Broken Hill on Barrier Hiway
546=	8	17 km E of Nepebunna, Gammon Ranges National Park
546=	8	17 km N of Bega
546=	8	25 km E of Copely, Flinders Range
546=	8	56km SW of Bourke toward Louth
546=	8	92 km SW Bourke toward Louth &#40;4 km E of Louth&#41;
546=	8	Approx. 13 km E of Streely Creek Bridge b/w Port Hedland and Pardoo
546=	8	Bega
546=	8	Bellenden Ker, Crash site
546=	8	Belmont Hills Bushlands, site 1
546=	8	Black Mountain
546=	8	Charles Darwin Reserve, track S of Seven Mile Well
546=	8	Credo Station, NW of Emu Rock Dam
546=	8	Credo Station, Rowles Lagoon
546=	8	Culgoa NP, 1km NNW Cawwell HS &#40;CGN4M&#41;.
546=	8	Downey Ck, 25km SE Millaa Millaa
546=	8	Dunbulla State Forest 1.1km along Robson Creek track NW of Dunbulla Forest Drive
546=	8	Gawler Ranges National Park: ca. 3.7km S of Pine Well
546=	8	Just S of Busselton
546=	8	Kalbarri
546=	8	Kuranda
546=	8	Moore River National Park, 0.5 km W of Brand [WA012C]
546=	8	Mt. Gingera
546=	8	NW Coastal Hiway 58 km N of Kalbarri Road
546=	8	Near Gnarabup Beach
546=	8	Pilbara Dist., 7.1 km E of Eighty Mile Beach Caravan Park, Wallal Downs Homestead
546=	8	Pilbara Dist., Millstream Chichester Range National Park, Snake Ck
546=	8	Port Sorell
546=	8	Scorpion Springs Cons. Park
546=	8	Southbank, Brisbane
546=	8	Sydney
546=	8	ca 15 km S of Orford
546=	8	ca. 11km S of Hiltaba Shearer's Quarters
579=	7	1 km S of Riverton
579=	7	15 km S of Lake Grace
579=	7	15 mi W of Merredin
579=	7	2 km E of Nungarin on Rt 50
579=	7	2.9 km W of Nyngan
579=	7	33.3 km S of Norseman
579=	7	45 km E of Geraldton
579=	7	66-69 km NW of Morgan, Cane Grass
579=	7	723m SE from 'stray animal' sign off Northwest Coastal Highway, on Mount Stuart Road
579=	7	8 km E of Marlborough Hwy on Serpentine Rd
579=	7	Baldy Mtn Rd, 7km SW Atherton
579=	7	Behind Leanda-Lei
579=	7	Brooklyn Holding
579=	7	Bucasia
579=	7	Christmas Ck, 15 km W. of Fairview, via Laura
579=	7	Credo Station, Dam just W of Homestead
579=	7	Credo Station, Davyhurst Cemetery
579=	7	Credo Station, E side of Emu Rock
579=	7	Goulburn National Park
579=	7	Gulgong
579=	7	Helicopter base site, ca. 10km SE Corinna base camp
579=	7	Howard Creek, Humpty Doo Rd
579=	7	Jeparit Environmental Park
579=	7	Kadji Kadji Reserve
579=	7	Kalbarri National Park [WA007]
579=	7	LSC King William Ck
579=	7	Maalan Rd, 2km S of Palmerston Hwy
579=	7	Mossman Bluff Track, 5-10km W Mossman, Site 7
579=	7	Mt. Halcyon
579=	7	Mt. Hypipamee, National Park "The Crater
579=	7	Mt. Tozer Area, Iron Range
579=	7	Namadgi National Park, Honeysuckly Creek Campground
579=	7	Neds Corner, Loop track nr Red Rise Track
579=	7	Pilbara Dist., Munjina East Gorge Lookout
579=	7	Rossiter Bay, Cape Le Grande National Park
579=	7	Royal National Park
579=	7	S to Heemskirk Rd, nr Mount Heemskirk Regional Reserve
579=	7	Shoalhaven River, near Braidwood
579=	7	Stirling Range, Scenic Drive
579=	7	Strahan
579=	7	Strzelecki NP, 20 km on Trousers Point Rd South of Lady Barron Rd
579=	7	The Crater NP
579=	7	Whiteman Park, Perth
579=	7	Windsor Tableland, 1.2km past barracks
579=	7	ca 35 km S of Menzies
624=	6	'Camp Milo' Cooloola. South East QLD
624=	6	0.5 km N Chagrin
624=	6	0.7 km N of jn. Darkes Forest Rd on Old Princes Hwy
624=	6	1 km N of Karridale
624=	6	10 mi S of Margaret River
624=	6	12.5 km E of Martins Well
624=	6	12.5 km W of Broke Inlet Road on Chesapeak Road, D'Entrecasteaux National Park
624=	6	15 km N of Millstream-Roebourne Rd on Karratha - Tom Price Rd
624=	6	17 km W of Brand Hiway on Green Head Road
624=	6	21km S Atherton
624=	6	26 km SE of jct of Manga Rd and Shark Bay Rd, Shark Bay World Heritage Area
624=	6	26.6 km SW of Edenhope
624=	6	3.4 km S of Woronora Dam turn-off on Old Prices Hwy
624=	6	32km SE of Mount Minnie homestead; 3.58km NW of Northwest Coastal Highway
624=	6	39.7 km N of Ravensthorpe
624=	6	49 km S of Kambalda Road Jct. on Coolgardie-Esperance Hiway
624=	6	50 km N of 'Onslow Road' on Great Northern Hwy
624=	6	51 km NW of Morgan
624=	6	57km W of Mt. Garnet, Forty Mile Scrub
624=	6	79 km W of Sandstone
624=	6	Ball Bay, end of Marsh Road
624=	6	Binna Burra, Lamington N. P.
624=	6	Bogan River
624=	6	Caboolture
624=	6	Cairns District
624=	6	Canning Vale &#40;cnr Nicholson Rd and Ranford Rd&#41; [WA200]
624=	6	Cardwell Ra, Mt Macalister
624=	6	Central Area Wkshp
624=	6	Charles Darwin Reserve, Edna Springs, 12.2km NE HQ
624=	6	Charles Darwin Reserve, Samphire Camp
624=	6	Charles Darwin Reserve, track nr southern boundary
624=	6	Chelsea Road Bushlands Reserve
624=	6	Cradle Mountain
624=	6	Credo Station, W of Bluebell Hill Dam
624=	6	Dip Yards, Broome
624=	6	Dorrigo Nat park, W end of Blackbutt Track
624=	6	E bank of Marthaguy Crk., opp Quilbone Bore &#35;2 track
624=	6	Frankston
624=	6	Gawler Ranges National Park: E of Gawler Ranges National Park Headquarters
624=	6	Gawler Ranges National Park: ca. 13km S of Pine Well
624=	6	Hann Tableland
624=	6	Henbury Station, 17km W of Henbury Homestead
624=	6	Kalbarri National Park, Loop Road
624=	6	Kimberley Dist., Dampier Peninsula, Quondong Point
624=	6	Kirrama Ra, Douglas Ck Rd
624=	6	Ku-Ring-Gai Chase National Park, McCarr's Creek
624=	6	Kuitpo Forest Reserve, SE of Adelaide
624=	6	Lord Howe Is, base of Round Face &#40;Mt.Lidgbird&#41;, Far Flats
624=	6	Lower Glenelg National Park
624=	6	Mcarthurs clearing nr. Kempsey. Dry sclerophy
624=	6	Mitcham
624=	6	Mossman Bluff Track, 10km W Mossman
624=	6	Mt Clarence, Albany
624=	6	Mt Superbus
624=	6	NW Coastal Hiway 61.7 km N of Kalbarri Rd
624=	6	Namadgi National Park, 33.1km NW of Glendale Depot on Cotter Hut Rd
624=	6	Namadgi National Park, ca. 2km N of Glendale Depot on Boboyan Rd
624=	6	Oliver Creek, Cape Tribulation
624=	6	Pearl Bch NSW
624=	6	Pindaii Peninsula
624=	6	Pine Mtn summit
624=	6	Ravensthorpe
624=	6	Sandspit River Forest Reserve, Wielangta Forest Drive
624=	6	Tasman Pen.
624=	6	The Crater, Mt Hypipamee National Park
624=	6	Upper Sturt, Mt. Lofty Ra.
690=	5	11.9 km from Southwest National Park &#40;Maydena access&#41;: junction Scott's Peak Rd and Frodsham's Pass
690=	5	123 km W of Coolgardie on Great Eastern Hiway
690=	5	140 km E of Balladonia Rd Water Tank &#35;1
690=	5	2.5km N Mt. Lewis via Julatten
690=	5	20 km NW of Innamincka, Innamincka Reg. Res.
690=	5	3 km N of Landsdowne
690=	5	38.1 km S of Bews, Ngarkat Cons. Park
690=	5	3km N of Salt Creek, Hwy. 1
690=	5	4.3 km N of Peak Charles National Park
690=	5	46.5 km W of Yalgoo
690=	5	5 km S of Pemberton &#40;on side rd to Cascades&#41; [WA019]
690=	5	5 km W Stranhan
690=	5	5 km W.S.W. of St Pauls, Moa &#40;Banks&#41; Island, Torres Strait
690=	5	6 km N of Marchagee [WA006]
690=	5	7.5 km E of Balladonia Road on Fisheries Road
690=	5	70 mi. N of Katherine
690=	5	80.2 km W of Agnew toward Sandstone
690=	5	83 km W of Tom Price on Nanutarra Rd
690=	5	Adelaide
690=	5	Baragoot Lake
690=	5	Beauty Point
690=	5	Bellenden Ker Ra, Westgid Ck &#40;N Branch&#41;
690=	5	Bluff Ra., Biggenden
690=	5	Booloumba Ck, Conondale Ra
690=	5	Brodribb River, 64 km W of Cann River
690=	5	Cape York Peninsula, Archer Pt. &#40;S of Cooktown&#41;
690=	5	Carbine Tableland, Upper Doolins Creek
690=	5	Charles Darwin Reserve, S of Smith Well
690=	5	Coolgardie North, 6.34km NW of Credo Homestead
690=	5	Credo Station, Track N of Carnage Dam
690=	5	Credo Station, track off Coolgardie Nth rd
690=	5	Culgoa NP, 13.9km NNW Burban Grange &#40;CGN9&#41;.
690=	5	Daintree National Park, 2.3km S of Melissa Creek on Bloomfield Track, Cowie Range
690=	5	Darlot Creek near Tyrendarra off highway
690=	5	Davies Ck Rd, 20km SE Mareeba
690=	5	Devonport, 141 Upper George St
690=	5	Discovery Bay Coastal Park, Lake Monibeong
690=	5	Dorrigo
690=	5	Georges River, Sydney
690=	5	Goat House track
690=	5	Gordon
690=	5	Govetts Leap, Blue Mountains
690=	5	Graham Range
690=	5	Heathlands
690=	5	Henbury Station, Gloaming Dam, 25.5km E of Henbury Homestead
690=	5	Kadji Kadji Reserve, CY2
690=	5	Kalbarri National Park, 22.9 km E Kalbarri
690=	5	Karijini NP, Dales Gorge
690=	5	Karragullen
690=	5	Koombooloomba Dam, Upper Tully
690=	5	Lake Bennett, 19km SE off Stuart Hwy nr Manton Dam
690=	5	Lake Eacham
690=	5	Langi Lagoon Mungkan Kandju NP
690=	5	Lochada, Mungada Rd just E of turnoff to Boiada Camp
690=	5	Lower Ballunjui Falls
690=	5	Moonbar, Monaro
690=	5	Mossman Bluff Track,5-10km W Mossman&#40;Site 5&#41;
690=	5	Mt Fisher,Kjellberg Rd
690=	5	Mt Gingera, A. C. T
690=	5	Mt Lewis Rd, 16km from H'way
690=	5	Neds Corner: Track along west boundary of Neds Corner, next to Murray-Sunset National Park near Lindsay River
690=	5	Orange
690=	5	Pennant Hills
690=	5	Puka Mountains: 77.5km NW of Henbury Homestead
690=	5	Quaalup Homestead
690=	5	Royal National Park, 40km S of Sydney
690=	5	Saltwater Reserve, 15 km SE of Taree, littoral rainforest
690=	5	Stanthorpe
690=	5	Watagans, Olney State Forest, camping area
690=	5	Windsor Tbld, 35km NNW Mt Carbine
690=	5	Wongabel SF, 5km S Atherton
690=	5	Yaté River Bridge
690=	5	approx. 0.5 km SE of Lansdowne via Taree
690=	5	yanco
764=	4	10.8 km NW of Charleville
764=	4	11.5 km W of Minilya-Exmouth Rd on Shothole Canyon Rd, North West Cape
764=	4	15 km S Wialki
764=	4	15 km S of Bews
764=	4	15 km from Tom Price on WNW directed track leading to Nanutarra - Wittenoom
764=	4	16.6 km E of Yulara on Lasseter Hiway
764=	4	18 km E Coffin Bay
764=	4	2.5 mls S Mt taylor
764=	4	21 km W of Stuart Hiway on Ernest Giles Rd
764=	4	26km W of Henbury Homestead
764=	4	27.8 km S of Varley
764=	4	3 km NE of Harrington
764=	4	3 km SE Coen
764=	4	3.4 km E of Marlborough Hwy on Top Marsh Conservation Rd
764=	4	4 Mi E. Lucindale
764=	4	4 k S. L. Lea marsh
764=	4	48.6 km NW of Charleville
764=	4	55.5km NW of Henbury Homestead
764=	4	57 km S of Menzies
764=	4	Airstrip, 27 km N. of Coen
764=	4	Allambie IPA
764=	4	Apsley Gorge Douglas Apsley National Park
764=	4	Aurukun
764=	4	Babinda
764=	4	Barren Grounds Nature Reserve, The Lodge, Griffiths Trail
764=	4	Bellenden Ker Range, 1 km S of Cable Tower 6
764=	4	Blllenden ker Range, NQ, Summit TV Stn
764=	4	Boondall Wetlands, site 1
764=	4	Brand Hiway 35 km S of Dongarra Road
764=	4	Brigalow Reserve Station, site 2
764=	4	Broadview
764=	4	Bungonia State Recreation Area
764=	4	Byrrill Creek
764=	4	Charmillin Ck Xing, 10km S Ravenshoe
764=	4	Cobungra
764=	4	Coolgardie North, 16km NW of Credo Homestead
764=	4	Cooper Creek, 19km E by S of Mt. Borradaile
764=	4	Credo Station, Emu Rock
764=	4	Credo Station, SE of Boggy Corner Dam, E of Hill Dam
764=	4	Credo Station, Six Mile Dam
764=	4	Credo Station, just off Coolgardie Nth rd, nr track that leads to Turkey Flat Dam
764=	4	Credo Station, rd to Ularring Soak
764=	4	Diggers CK, Mt. Kosciusko
764=	4	E of Granville Harbour
764=	4	Fogg Dam area
764=	4	Graham Ra
764=	4	Hughes Rd, Topaz
764=	4	Illaweena Street, Drewvale
764=	4	Kangaroo, 10 mls W of Vivonne Bay
764=	4	Karara, 23.5km ESE Boiada Camp
764=	4	Kimberley Dist., 55 km N of Halls Ck on Great Northern Hiway
764=	4	Kimberley Dist., Phillips Range, Gibb Rd, 70.9 km NE of jct with Bell Gorge Rd
764=	4	Kingston
764=	4	Knobs Lagoon, 30 mi. N.W. of Doomadgee Mission
764=	4	LSC Coates Creek
764=	4	LSC Still Water South
764=	4	Lennox Head
764=	4	Lochada, on track due W of Kelly Well
764=	4	Moreton Tel. Stn, Cape York Peninsula
764=	4	Mossman Bluff Track, 9km W Mossman
764=	4	Mt Boolbun Sth &#40;summit&#41;
764=	4	Mt Chudalup [WA021]
764=	4	Mt Finnigan summit, via Helenvale
764=	4	Mt Glorious State Forest
764=	4	Mt Keira, last stop
764=	4	Mt Nameless summit
764=	4	Mt Spurgeon, 7km N
764=	4	Mt. Fisher, 7km SE Millaa Millaa
764=	4	Mt. Kosciusko
764=	4	Mt. Misery Summit, via Helenvale, N. Qld.
764=	4	Myall Lakes National Park
764=	4	Neds Corner, 3.18km E of Neds Corner Road
764=	4	North East River &#40;mouth of river&#41; Beach
764=	4	Palm Glen entrance to Norfolk Island National Park
764=	4	Point Rd Campground. Leeuwin Naturaliste National  Park
764=	4	Puka Mountains, 77.6km NW of Henbury Homestead
764=	4	Royal National Park, Anice Fall Management Trail, 600m along Maianbar Rd from jn. Of Bundeena Dr
764=	4	Running Waters, 44.5km NW of Henbury Homestead
764=	4	Rupert Pt, 3m N of Pieman R.
764=	4	Scheyville
764=	4	Scott Creek. Mt Lofty Rgs
764=	4	St Pauls, Moa &#40;Banks&#41; Island, Torres Strait
764=	4	Tasmania
764=	4	Trephina Gorge National Park, John Hayes Rockpool Campground
764=	4	Tully R Xing,1.5km N of.S of Koombooloomba Dam
764=	4	Upper Isley Ck.
764=	4	West MacDonnell National Park, 2.5 km W of Ochre Pits on Namatjira Drive
764=	4	Wingham
764=	4	Yadboro State Forest, Castle Campground
764=	4	ca. 2km E of Luana Creek, on Bloomfield Track
764=	4	corner of Prince Phillip Dr and Red Rd
764=	4	cranbourne recreation reserve
764=	4	unknown
764=	4	~ 66 km N of Lasseter Hiway on Luritja Road
858=	3	0.4 km on Rd to Docks, W of Palana Rd
858=	3	1 km S of Lillian Stoke Rock
858=	3	1.8km E Loomberah
858=	3	10 mi. S.W. of Mareeba
858=	3	10km SE El Arish, Laceys Creek nr Mission Beach
858=	3	2.5 km NE of Memana Rd on Walkers Lookout
858=	3	21.9km E of Chillagoe
858=	3	25km E of Mount Minnie homestead, along road of the northern boundary fenceline of Cane River Conservation Area
858=	3	3 km S of Mt Deongwar
858=	3	39 km N of Albany, Millinup Road at Chester Pass Hiway
858=	3	3km WNW of Burnabinmah HS
858=	3	6 mi. SW of Manjimup
858=	3	7 km E Para Wirra National Park near Williamstown
858=	3	7.5 km N of Mt. Chudalup, D'Entrecasteaux National Park
858=	3	77.2 km E of Broken Hill on Barrier Hiway
858=	3	Airstrip, Horn Island, Torres Strait
858=	3	Blackheath
858=	3	Buhot Creek, Burbank
858=	3	Bulimba Ck, Carindale
858=	3	Bulimba Creek, Carindale
858=	3	Bunbury
858=	3	Cape Leeuwin, Leeuwin Naturaliste National Park
858=	3	Carbine Tableland, N. Qld. Plane Crash Site
858=	3	Charles Darwin Reserve, NE Gate
858=	3	Col d'Amoss picnic area
858=	3	Coles Bay, M.V.
858=	3	Credo Sation, Shearers Shed nr Homestead
858=	3	Credo Station, Emu Rock Dam heath
858=	3	Credo Station, SW of Rockhole Dam
858=	3	Credo Station, Ularring Wetland
858=	3	Credo Station, western boundary nr Emu Rock Dam
858=	3	Culgoa Floodplain NP, 7km NW Toulby Gate &#40;TOLB7M&#41;.
858=	3	Devil's Thumb, area 10km NW Mossman
858=	3	Fish River Station, S31A
858=	3	Fish River Station, transect M, Mut Pong Creek
858=	3	Gawler Ranges National Park: Just past "Do not enter - one way track" sign on Sturts Track
858=	3	Gill Pinnacle, Mural Crescent.
858=	3	Gosford
858=	3	Grey River Crossing, Otway Ranges
858=	3	K. L. Western RCP
858=	3	Kalbarri National Park, 12.6 km E  Kalbarri
858=	3	Karara Ridge, 38.9km SE Boiada Camp
858=	3	Karratha
858=	3	Kosciuszko National Park, Old Snowy Camp, off Pocket Saddle Rd
858=	3	Lake Bronto, Cape York
858=	3	Lake Leake
858=	3	Lake Woods, 15 km SW Elliot
858=	3	Lam. National Park, Queensland
858=	3	Lamb Ra, 19km SE Mareeba
858=	3	Lancefield
858=	3	Lithgow
858=	3	Little Desert National Park, 23 km E on McDonald Hiway
858=	3	Little Desert National Park, Broughton's Waterhole, McDonald Highway
858=	3	Lochada, Boiada Camp
858=	3	Lord Howe Is, Mt Gower summit
858=	3	Lord Howe Island, S end of Salmon Beach, vic. of Little Island
858=	3	Lorien Wildlife Refuge 3Km North of Lansdowne via Taree
858=	3	Maitland, Yorke Peninsula
858=	3	Massey Ra., 6km NW of Bellenden Ker.
858=	3	Melaleuca nr Bathurst Harbour
858=	3	Melrose
858=	3	Mossman Bluff Track, 5-10km W Mossman, site 6
858=	3	Mt Basset, 3 km NNE
858=	3	Mt Buffalo National Park
858=	3	Mt Dryander
858=	3	Mt Finnigan, 37km S Cooktown
858=	3	Mt Finnigan, Summit
858=	3	Mt Fisher, 7 km SW. of Millaa Millaa
858=	3	Mt Glorious, Basset site
858=	3	Mt Kooroomool, summit, 7km S
858=	3	Mt Spurgeon, Sandy Ck
858=	3	Mt White
858=	3	Mt William, Grampian Range
858=	3	Mt. Field National Park
858=	3	Mt. Glorious
858=	3	Myall lakes, Smiths Lakes
858=	3	NEds Corner, Neds Corner Homestead - outside Kitchen
858=	3	NW Coastal Hiway 36 km N of Kalbarri Road
858=	3	Namadgi National Park, 2km N of Glendale Depot on Boboyan Rd
858=	3	Neds Corner, 2.4km E of Neds Corner Road
858=	3	Neds Corner, 700m W from SE corner of Neds Corner
858=	3	Neds Corner: Homestead
858=	3	North Bell Peak, Malbon Thompson Ra
858=	3	Otford
858=	3	Palmerston NP, E margin
858=	3	Peeramon Scrub
858=	3	Pilbara Dist., Hillside-Marble Bar Rd, 76.9 km SW of Marble Bay
858=	3	Proserpine,Thompson Creek, site XY15
858=	3	Rex Range, summit
858=	3	Road Xing, Jardine R., Cape York Peninsula
858=	3	Royal National Park,  Mount Bass Track - Winifred Falls, off Bundeena Rd, 2.6km from jn. Of Sir Bertram Stevens Dr
858=	3	Royal National Park, Coast Track, Wattamola - Curracurrang
858=	3	Shannon River, 1 km N of Chesapeak Road
858=	3	Sluice Ck,9km WSW Millaa Millaa
858=	3	The Lodge Kosc, NP
858=	3	Timber Creek
858=	3	Tinderbox
858=	3	Tinderry Ra. 12km ESE Michelago
858=	3	Tinderry Ra., 12 km ESE Michelago
858=	3	Tomewin Range, Upper Currumbin
858=	3	Upper Mulgrave River
858=	3	Vale of Belvoir, at old farm hut
858=	3	WIndsor Tableland, site 1
858=	3	WIndy Creek, just below Aroona Dam., 10 km SW Copley
858=	3	Warrumbungle National Park, Wambelong Campground
858=	3	West Point, 3 km E
858=	3	Wyndham
858=	3	approx. 3km N Lansdowne via Taree
858=	3	ca 28.5 km S of Menzies, 3.2 km E of Kalgoorlie Hiway
858=	3	junction of Mobigamy Creek and Carlton - Brewarinna Rd
968=	2	0.5km SE of Lansdowne
968=	2	1 km S by E Elliston
968=	2	1.63  km E of Marlborough Hwy on Serpentine Rd
968=	2	10km WSW of Point Malcolm
968=	2	11 km E Marulan
968=	2	115.4 km E of Norseman
968=	2	12 km S Kouaoua
968=	2	12.9 km E of Green Head on Coorow Green Head Rd
968=	2	120 km N of Newman on Great Nthn Hwy
968=	2	13 km W of Brand Hwy on Coorow Green Head Rd
968=	2	13.5 km W of Lady Barron settlement on Wallanippi Rd
968=	2	14.2 km E of Charleville
968=	2	15 km S. of Yarraden, Coen District, N. QLD.
968=	2	15 km W of Sturt Vale Stn
968=	2	16.4 km W of Hermannsburg
968=	2	17km N of Henbury Homestead, 8km from Stuart Highway
968=	2	1km N of Cahills Crossing, East Alligator River
968=	2	1km NW Monash
968=	2	22.4km E of Almaden
968=	2	24.1 km SW of Abbatoir Swamp Environmental Park
968=	2	25 km E of Curtin Springs on Lasseter Hiway
968=	2	25 km N of Newman on Great Nthn Hwy
968=	2	26 km W Cheepie
968=	2	27 km W of Retreat &#40;30 km E Manilla&#41;
968=	2	27.8 km W of Tanami Rd on Mt Wedge Station Rd
968=	2	27.8kmSE of Mount Minnie homestead; along &#40;western&#41; roadside of Northwest Coastal Highway
968=	2	29km WNW Maydena on Eleven Rd, Florentine Valley
968=	2	3 km N of Lake Bowarrady, Fraser Is.
968=	2	3 km S Moranbah, bendee
968=	2	3.3 km S of Yarraman
968=	2	3.5 km N of Mt. Chudalup, D'Entrecasteaux National Park
968=	2	31.8km S of Mount Minnie homestead; 15.1km W of Northwest Coastal Highway
968=	2	35 km N. of Hawker
968=	2	3km N of Lansdowne
968=	2	4 km W of Lillian Stoke Rock
968=	2	43 km SE of Braidwood, Deua National Park, Deua River
968=	2	5 km N of Hammersley Gorge turn on Nanutarra-Wittenoom Rd
968=	2	5 km S of Rocket Lake, Murray-Sunset National Park
968=	2	5 miles NW of Augusta
968=	2	5km W of Augusta
968=	2	6.3 km on Memana Rd, E of jnct of Memana &#38; Lackrana Roads
968=	2	69 km SW Wilcannia toward Menindee
968=	2	6km W of jnct of Yaouk Rd &#38; Boboyan Rd on Yaouk Rd
968=	2	7 km W of Southwest National Park &#40;Maydena access&#41;: intersection of  Frodsham's Pass and Gordon River Rd
968=	2	77 km E of Gundagai, Hume Highway
968=	2	Atherton Tablelands, Curtain Fig Tree National Park
968=	2	Bakers Blue Mt, 17km W Mt Molloy
968=	2	Bell Mt.
968=	2	Bell Peak North, Malbon Thompson
968=	2	Bellenden Ker Range, 1 km S of  Cable Tower 6, North Queensland
968=	2	Bellenden Ker Range, Cable Tower 5
968=	2	Bessie Spring, 8km ESE of Cape Crawford
968=	2	Birraduk Ck., 18 km E by N of Oenpelli
968=	2	Black Bog Ck
968=	2	Blacksmith near golf course
968=	2	Blairgowrie
968=	2	Bloomfield Rainforest Resort
968=	2	Blundell's Creek, 3km E. Piccadilly Circus
968=	2	Boomer Ra, Python Scrub, site 5
968=	2	Booti Booti NP
968=	2	Booti Booti National Park, jct Lakes Way and Green Point
968=	2	Bridport
968=	2	Bronte Park, 8 km E of Marlborough Hwy on Serpentine Rd
968=	2	Brooklana, E Dorrigo
968=	2	Buningonia Spring &#40;Well&#41;
968=	2	Burnie
968=	2	Cadelga Homestead
968=	2	Cape York Pen., Bertie Creek
968=	2	Cape York Pen., jnct. of Bamaga &#38; Cpt Billy Landing rds
968=	2	Cape York, Iron Range
968=	2	Cardwell Ra, Upper Broadwater Ck Valley
968=	2	Carson Escarpment
968=	2	Cawai-Kempsey
968=	2	Christmas Island, nr Lookout, 1km N of Margaret Knoll, Site 14
968=	2	Christmas Island, vic. of Grants Well
968=	2	Circular Pool, Nornalup National Park
968=	2	Clarence, Blue Mountains.
968=	2	Collaroy
968=	2	Coolgardie North, 9.15km NW of Credo Homestead
968=	2	Credo Station, Credo Station Reserve
968=	2	Credo Station, Credo Station Reserve NE
968=	2	Credo Station, Rockhole Dam
968=	2	Credo Station, track between Charlie Dam and Easter Dam
968=	2	Culgoa Floodplain NP, 10km NE Toulby Gate &#40;CG3 M&#41;.
968=	2	Culgoa Floodplain NP, 10km NE Toulby Gate &#40;CG3&#41;.
968=	2	Culgoa Floodplain NP, 7km NNW Toulby Gate &#40;CG4AM&#41;.
968=	2	Curtain Fig Tower, Yungaburra
968=	2	Cuttage Lk. Bermagui
968=	2	Deepdene, 6 mls. N. of Augusta
968=	2	Denmark
968=	2	Dunsborough
968=	2	E slope of Dawsons Pt rdge above Old Settlement
968=	2	East Point, Darwin
968=	2	Edge Hill
968=	2	Enoggera Reservoir, site 3
968=	2	Euc. obliqua dry sclerophyll forest, Naracoorte Cave Reserve
968=	2	Eyre Peninsula, Cape Dannington
968=	2	Fish River Station
968=	2	Fish River Station, Site B1
968=	2	Fish River Station, Site B4 landing
968=	2	Fish River Station, nr Site B6
968=	2	From heath Wright’s Lookout, New England Nat. Park
968=	2	Granite knoll 20 m. S.E. Keith, sweeping undershrubs
968=	2	Grove
968=	2	Gurgeena Plateau
968=	2	Habitat Resort, Broome
968=	2	Hat Head NationalPark near Kempsey
968=	2	Henbury Station, 20.6km NE of Henbury Homestead along Stuart Highway
968=	2	Hinchinbrook Is. Banksia Bay
968=	2	Holmes Jungle, nr. Darwin
968=	2	In flight Tahune forest park, 18 km WNW of Geeveston
968=	2	Jimmys Creek Road, Grampians
968=	2	Kadji Kadji Reserve, CY3
968=	2	Kalumburu
968=	2	Kangaroo Island
968=	2	Karara, Karara Rd N of homestead
968=	2	Karatha
968=	2	Karawatha Forest, site 6
968=	2	Karijini NP, c10k NE W entrance
968=	2	Kennedy Hiway at Kay Rd, 10 km E of Mareeba
968=	2	Killara
968=	2	Kimberley Research Station, via Kununura
968=	2	Kowanyama
968=	2	LPE Mt Anne
968=	2	Lachlan Is. via King Sound
968=	2	Lake Condah Mission Base Camp
968=	2	Lake Dobson
968=	2	Lake King
